orig,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,,,,,
npinMain,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,
npinAll,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,
dpinMain,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,,
dpinAll,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,
callgrind,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,
pinMain,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,
pinAll,,,,,,,,,,,
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
1,2,3,1,2,3,1,2,3,1,2,3
,,,,,,,,,,
